word	POS	label	negative	neutral	positive
,-......	punct	neutral	0.169	0.637	0.194
,-.......	punct	neutral	0.123	0.672	0.206
,-........	punct	neutral	0.107	0.651	0.241
,-.........	punct	neutral	0.23	0.598	0.172
,-..........	punct	neutral	0.314	0.526	0.16
,-...........	punct	neutral	0.27	0.549	0.181
,-............	punct	neutral	0.242	0.572	0.187
,-.............	punct	neutral	0.212	0.598	0.19
,-....?	punct	neutral	0.172	0.62	0.208
,-...?	punct	neutral	0.064	0.63	0.305
,-..?	punct	neutral	0.101	0.631	0.268
,-.?	punct	neutral	0.079	0.633	0.288
,-/	punct	neutral	0.07	0.655	0.275
,-//	punct	neutral	0.095	0.616	0.289
,-:	punct	neutral	0.045	0.566	0.388
,-::	punct	neutral	0.167	0.632	0.201
,-;	punct	neutral	0.039	0.651	0.309
,-;;	punct	neutral	0.167	0.627	0.206
,-=	punct	neutral	0.059	0.69	0.252
,->	punct	neutral	0.161	0.637	0.202
,-?	punct	neutral	0.024	0.58	0.396
,-?!	punct	positive	0.095	0.078	0.826
,-?!!	punct	negative	0.568	0.012	0.42
,-?!?	punct	negative	0.701	0.043	0.256
,-?!?!	punct	negative	0.9	0.009	0.091
,-?,	punct	neutral	0.155	0.603	0.242
,-?.	punct	neutral	0.118	0.615	0.267
,-?..	punct	neutral	0.174	0.603	0.223
,-?...	punct	neutral	0.192	0.601	0.207
,-?....	punct	neutral	0.168	0.606	0.226
,-??	punct	neutral	0.092	0.674	0.234
,-???	punct	neutral	0.141	0.714	0.145
,-????	punct	neutral	0.143	0.664	0.193
,-?????	punct	neutral	0.184	0.615	0.201
,-??????	punct	neutral	0.369	0.496	0.135
,-[	punct	neutral	0.042	0.702	0.257
,-]	punct	neutral	0.05	0.705	0.245
,-ng	punct	neutral	0.101	0.602	0.297
,-{	punct	neutral	0.129	0.649	0.222
,-|	punct	positive	0.024	0.455	0.521
,-}	punct	neutral	0.116	0.643	0.24
,-~	punct	neutral	0.099	0.555	0.346
,-	punct	neutral	0.011	0.645	0.344
,-–	punct	neutral	0.1	0.678	0.222
,-—	punct	neutral	0.147	0.687	0.166
,-‘	punct	neutral	0.061	0.699	0.24
,-’	punct	neutral	0.096	0.703	0.201
,-“	punct	neutral	0.038	0.66	0.302
,-”	punct	neutral	0.028	0.65	0.322
,-””	punct	neutral	0.148	0.617	0.235
,-…	punct	neutral	0.067	0.681	0.253
,-….	punct	neutral	0.179	0.599	0.222
,-☐	punct	neutral	0.075	0.711	0.214
,-☑	punct	neutral	0.06	0.684	0.255
,-♫	punct	neutral	0.044	0.667	0.289
,-✔	punct	neutral	0.006	0.669	0.326
,-✖	punct	neutral	0.086	0.744	0.17
,-😂	punct	neutral	0.211	0.563	0.226
@-@1phd	at.mention	neutral	0.216	0.563	0.22
@-@4more	at.mention	neutral	0.38	0.458	0.162
@-@abc	at.mention	neutral	0.138	0.595	0.268
@-@abortion_	at.mention	neutral	0.115	0.608	0.277
@-@abortion_rights	at.mention	neutral	0.151	0.52	0.329
@-@ac360	at.mention	neutral	0.233	0.547	0.22
@-@adamsbaldwin	at.mention	neutral	0.222	0.561	0.218
@-@ajenglish	at.mention	neutral	0.237	0.564	0.199
@-@ajstream	at.mention	neutral	0.253	0.562	0.185
@-@alancolmes	at.mention	neutral	0.196	0.578	0.226
@-@alecbaldwin	at.mention	neutral	0.349	0.459	0.192
@-@alexwagner	at.mention	neutral	0.12	0.582	0.298
@-@alfredoflores	at.mention	neutral	0.063	0.621	0.316
@-@algore	at.mention	neutral	0.115	0.614	0.271
@-@aliabunimah	at.mention	neutral	0.245	0.546	0.209
@-@allenwest	at.mention	neutral	0.129	0.574	0.297
@-@andersoncooper	at.mention	neutral	0.264	0.517	0.219
@-@andy__israel	at.mention	neutral	0.103	0.602	0.295
@-@anncoulter	at.mention	neutral	0.158	0.589	0.253
@-@anndromney	at.mention	neutral	0.092	0.505	0.403
@-@ap	at.mention	neutral	0.154	0.618	0.229
@-@arianagrande	at.mention	neutral	0.059	0.507	0.434
@-@arifleischer	at.mention	neutral	0.172	0.582	0.246
@-@austinmahone	at.mention	neutral	0.062	0.574	0.365
@-@autocorrects	at.mention	neutral	0.161	0.608	0.231
@-@avimayer	at.mention	neutral	0.158	0.562	0.28
@-@banda_israel	at.mention	neutral	0.145	0.561	0.294
@-@barackobama	at.mention	neutral	0.079	0.621	0.3
@-@bashirlive	at.mention	neutral	0.241	0.529	0.23
@-@bbcworld	at.mention	neutral	0.323	0.491	0.186
@-@bbtweetmedia	at.mention	neutral	0.029	0.708	0.263
@-@benlabolt	at.mention	neutral	0.211	0.589	0.2
@-@billmaher	at.mention	neutral	0.134	0.6	0.266
@-@billyhallowell	at.mention	neutral	0.152	0.592	0.256
@-@blackrepublican	at.mention	neutral	0.202	0.583	0.215
@-@bootyisyou	at.mention	negative	0.437	0.419	0.144
@-@borowitzreport	at.mention	neutral	0.098	0.608	0.295
@-@bpshow	at.mention	neutral	0.241	0.564	0.195
@-@breakingnews	at.mention	neutral	0.196	0.612	0.192
@-@bretbaier	at.mention	neutral	0.183	0.567	0.251
@-@brian_littrell	at.mention	positive	0.119	0.341	0.54
@-@brooksbayne	at.mention	neutral	0.166	0.581	0.253
@-@butter_obama	at.mention	neutral	0.047	0.618	0.335
@-@buzzfeedandrew	at.mention	neutral	0.097	0.605	0.298
@-@buzzfeedben	at.mention	neutral	0.152	0.594	0.254
@-@byronyork	at.mention	neutral	0.127	0.598	0.276
@-@capehartj	at.mention	neutral	0.28	0.547	0.174
@-@cblacktx	at.mention	neutral	0.229	0.544	0.227
@-@cbs	at.mention	neutral	0.177	0.585	0.239
@-@cbsnews	at.mention	neutral	0.172	0.592	0.236
@-@charlesmblow	at.mention	neutral	0.259	0.531	0.21
@-@cher	at.mention	neutral	0.245	0.497	0.258
@-@chrisbrown	at.mention	neutral	0.084	0.589	0.327
@-@chrislhayes	at.mention	neutral	0.134	0.565	0.3
@-@chrisloesch	at.mention	neutral	0.158	0.596	0.246
@-@chucknellis	at.mention	neutral	0.31	0.506	0.184
@-@chucktodd	at.mention	neutral	0.207	0.58	0.213
@-@cnbc	at.mention	neutral	0.152	0.617	0.231
@-@cnn	at.mention	neutral	0.165	0.594	0.241
@-@cnnbrk	at.mention	neutral	0.226	0.578	0.197
@-@codysimpson	at.mention	neutral	0.123	0.552	0.326
@-@conservativesue	at.mention	neutral	0.129	0.589	0.282
@-@coolchange80	at.mention	neutral	0.182	0.539	0.28
@-@corybooker	at.mention	neutral	0.332	0.43	0.238
@-@cspanwj	at.mention	neutral	0.179	0.572	0.249
@-@cyrusshares	at.mention	neutral	0.233	0.578	0.189
@-@daggy1	at.mention	neutral	0.275	0.522	0.203
@-@dailycaller	at.mention	neutral	0.216	0.576	0.208
@-@dailyrundown	at.mention	neutral	0.212	0.58	0.208
@-@danaperino	at.mention	neutral	0.226	0.54	0.234
@-@darrellissa	at.mention	neutral	0.16	0.614	0.225
@-@daveweigel	at.mention	neutral	0.134	0.59	0.276
@-@davidaxelrod	at.mention	neutral	0.203	0.565	0.232
@-@davidcorndc	at.mention	neutral	0.122	0.621	0.256
@-@davidgregory	at.mention	neutral	0.228	0.521	0.25
@-@davidlimbaugh	at.mention	neutral	0.129	0.593	0.278
@-@ddlovato	at.mention	neutral	0.061	0.567	0.372
@-@defeatromney	at.mention	neutral	0.119	0.61	0.271
@-@dennisdmz	at.mention	neutral	0.116	0.599	0.285
@-@dickmorristweet	at.mention	neutral	0.167	0.573	0.26
@-@dloesch	at.mention	neutral	0.171	0.559	0.27
@-@dmataconis	at.mention	neutral	0.276	0.543	0.181
@-@donnabrazile	at.mention	neutral	0.221	0.579	0.2
@-@drudge_report	at.mention	neutral	0.145	0.59	0.265
@-@dwstweets	at.mention	neutral	0.159	0.569	0.272
@-@edshow	at.mention	neutral	0.169	0.613	0.218
@-@eleanorjcalder	at.mention	neutral	0.066	0.493	0.441
@-@ericboehlert	at.mention	neutral	0.153	0.603	0.244
@-@ericbolling	at.mention	neutral	0.155	0.574	0.271
@-@ericfehrn	at.mention	neutral	0.281	0.51	0.208
@-@erinburnett	at.mention	neutral	0.228	0.541	0.231
@-@ewerickson	at.mention	neutral	0.168	0.575	0.257
@-@ezraklein	at.mention	neutral	0.132	0.604	0.263
@-@facebook	at.mention	neutral	0.071	0.664	0.265
@-@facethenation	at.mention	neutral	0.213	0.567	0.22
@-@flumesnotifier	at.mention	neutral	0.074	0.735	0.191
@-@foxandfriends	at.mention	neutral	0.158	0.566	0.277
@-@foxnation	at.mention	neutral	0.14	0.603	0.256
@-@foxnews	at.mention	neutral	0.096	0.585	0.319
@-@foxnewspolitics	at.mention	neutral	0.419	0.453	0.128
@-@gabby_hoffman	at.mention	neutral	0.26	0.524	0.217
@-@galtsgirl	at.mention	neutral	0.232	0.565	0.203
@-@garrettnbcnews	at.mention	neutral	0.126	0.596	0.278
@-@georgiaaustin12	at.mention	positive	0.392	0.176	0.432
@-@getmefans	at.mention	positive	0.033	0.45	0.517
@-@ggreenwald	at.mention	neutral	0.235	0.521	0.244
@-@glennbeck	at.mention	neutral	0.126	0.599	0.275
@-@god_israel	at.mention	neutral	0.062	0.593	0.345
@-@google	at.mention	neutral	0.064	0.656	0.28
@-@google_facts	at.mention	neutral	0.091	0.621	0.288
@-@google_my_azz	at.mention	neutral	0.138	0.603	0.258
@-@googleoffers	at.mention	neutral	0.011	0.66	0.329
@-@gop	at.mention	neutral	0.075	0.588	0.337
@-@gopblackchick	at.mention	neutral	0.189	0.575	0.237
@-@gottalaff	at.mention	neutral	0.171	0.603	0.226
@-@govgaryjohnson	at.mention	neutral	0.083	0.624	0.292
@-@greggutfeld	at.mention	neutral	0.182	0.574	0.244
@-@gretawire	at.mention	neutral	0.224	0.568	0.208
@-@grrr_romney	at.mention	positive	0.158	0.027	0.816
@-@haivri	at.mention	neutral	0.106	0.563	0.331
@-@hardball	at.mention	neutral	0.277	0.534	0.189
@-@hardball_chris	at.mention	neutral	0.236	0.553	0.212
@-@harry_styles	at.mention	positive	0.08	0.424	0.496
@-@hilaryr	at.mention	neutral	0.31	0.511	0.179
@-@huffingtonpost	at.mention	neutral	0.115	0.613	0.271
@-@huffpostpol	at.mention	neutral	0.201	0.557	0.242
@-@iansomerhalder	at.mention	neutral	0.068	0.469	0.463
@-@ibnezra	at.mention	neutral	0.134	0.6	0.266
@-@idfspokesperson	at.mention	neutral	0.171	0.592	0.238
@-@ingrahamangle	at.mention	neutral	0.209	0.553	0.239
@-@injusticefacts	at.mention	negative	0.613	0.307	0.081
@-@iowahawkblog	at.mention	neutral	0.19	0.599	0.211
@-@iran_avbrasil	at.mention	neutral	0.028	0.719	0.253
@-@iran_evolution	at.mention	neutral	0.174	0.538	0.288
@-@iran_letter	at.mention	neutral	0.114	0.594	0.292
@-@iran_michelle	at.mention	neutral	0.086	0.604	0.311
@-@israel	at.mention	neutral	0.078	0.567	0.355
@-@israel_76yeras	at.mention	neutral	0.171	0.499	0.33
@-@israel_ayee	at.mention	neutral	0.058	0.547	0.396
@-@israel_bracho	at.mention	neutral	0.122	0.611	0.267
@-@israel_dagg15	at.mention	neutral	0.047	0.506	0.447
@-@israel_gurl	at.mention	neutral	0.114	0.625	0.261
@-@israel_guyman	at.mention	neutral	0.052	0.596	0.352
@-@israel_joynes	at.mention	positive	0.104	0.005	0.891
@-@israel_marco	at.mention	neutral	0.054	0.527	0.42
@-@israel_myway	at.mention	neutral	0.073	0.58	0.347
@-@israel_ovoxo	at.mention	neutral	0.19	0.567	0.243
@-@israel_shield	at.mention	neutral	0.221	0.526	0.252
@-@israel_thabo	at.mention	neutral	0.122	0.634	0.244
@-@israelipm	at.mention	neutral	0.161	0.592	0.247
@-@its_jus_obama	at.mention	neutral	0.051	0.609	0.34
@-@j_israel_terry	at.mention	neutral	0.14	0.616	0.244
@-@jahbalon	at.mention	neutral	0.305	0.506	0.189
@-@jaibrooks1	at.mention	neutral	0.06	0.497	0.442
@-@jaketapper	at.mention	neutral	0.105	0.611	0.283
@-@jamesmaslow	at.mention	neutral	0.038	0.488	0.474
@-@jamestaranto	at.mention	neutral	0.152	0.596	0.253
@-@jansingco	at.mention	neutral	0.407	0.45	0.143
@-@jaredleto	at.mention	neutral	0.173	0.509	0.318
@-@jaythewanted	at.mention	neutral	0.077	0.532	0.392
@-@jedediahbila	at.mention	neutral	0.192	0.582	0.227
@-@jeffersonobama	at.mention	neutral	0.266	0.533	0.202
@-@jimgeraghty	at.mention	neutral	0.105	0.621	0.274
@-@jimmycarr	at.mention	negative	0.473	0.373	0.154
@-@jimmyfallon	at.mention	neutral	0.09	0.573	0.337
@-@jimrome	at.mention	neutral	0.225	0.546	0.229
@-@jjauthor	at.mention	neutral	0.159	0.587	0.254
@-@joebiden	at.mention	neutral	0.185	0.583	0.231
@-@joenbc	at.mention	neutral	0.252	0.538	0.21
@-@john_israel	at.mention	neutral	0.138	0.611	0.251
@-@johnfugelsang	at.mention	neutral	0.135	0.584	0.281
@-@jonahnro	at.mention	neutral	0.187	0.586	0.227
@-@joshtpm	at.mention	neutral	0.147	0.584	0.269
@-@jtlol	at.mention	neutral	0.194	0.577	0.229
@-@judge_of_israel	at.mention	neutral	0.08	0.597	0.323
@-@justinbieber	at.mention	neutral	0.067	0.528	0.406
@-@karlrove	at.mention	neutral	0.108	0.574	0.318
@-@katyperry	at.mention	neutral	0.087	0.575	0.338
@-@keder	at.mention	neutral	0.142	0.605	0.253
@-@keitholbermann	at.mention	neutral	0.336	0.501	0.163
@-@kesgardner	at.mention	neutral	0.176	0.558	0.267
@-@kimsfirst	at.mention	neutral	0.306	0.505	0.189
@-@klsouth	at.mention	neutral	0.163	0.581	0.255
@-@krystalball1	at.mention	neutral	0.208	0.572	0.219
@-@kurtschlichter	at.mention	neutral	0.188	0.576	0.237
@-@ladygaga	at.mention	neutral	0.071	0.526	0.403
